SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
735JK46,Jammu & Kashmir State,SG,100,100,100,7.35,02-AUG-2024,,31-JUL-2046,,,,,IN4920240111
735JK49,Jammu & Kashmir State,SG,100,100,100,7.35,14-JUN-2024,,12-JUN-2049,,,,,IN4920240053
735JK51,Jammu & Kashmir State,SG,100,100,100,7.35,22-JUL-2024,,18-JUL-2051,,,,,IN4920240103
735KA36,Karnataka State,SG,100,100,100,7.35,21-JAN-2022,,19-JAN-2036,,,,,IN1920210276
735KA39,Karnataka State,SG,100,100,100,7.35,26-FEB-2021,,24-FEB-2039,,,,,IN1920200608
735KA40,Karnataka State,SG,100,100,100,7.35,26-FEB-2021,,24-FEB-2040,,,,,IN1920200616
735MH32,Maharashtra State,SG,100,100,100,7.35,16-JUN-2023,,14-JUN-2032,,,,,IN2220230089
735MP29,Madhya Pradesh State,SG,100,100,100,7.35,27-JUL-2020,,31-MAR-2029,,,,,IN2120190235
735MZ37,Mizoram State,SG,100,100,100,7.35,22-JUL-2024,,18-JUL-2037,,,,,IN2520240036
735NABAR31,National Bank of Agriculture & Rural Development,N1,1000,1000,1,7.35,22-MAR-2017,,23-MAR-2031,,,,,INE261F07057
735NHAI31,National Highways Authority of India,N9,1000,1000,1,7.35,14-JAN-2016,,11-JAN-2031,,,,,INE906B07EI0
735NHB32,National Housing Bank,N0,100000,100000,1,7.35,04-MAR-2025,,02-JAN-2032,,,,,INE557F08GD6
735PFCL35,Power Finance Corporation Limited,N1,1000,1000,1,7.35,22-MAR-2017,,17-OCT-2035,,,,,INE134E07570
735PGCIL34,Power Grid Corporation of India Limited,N1,100000,100000,1,7.35,13-MAR-2024,,12-MAR-2034,,,,,INE752E08734
735PY27,Puducherry - Union Territory,SG,100,100,100,7.35,23-FEB-2024,,21-FEB-2027,,,,,IN3820230024
735PY30,Puducherry - Union Territory,SG,100,100,100,7.35,27-JUL-2020,,31-MAR-2030,,,,,IN3820190087
735PY33,Puducherry - Union Territory,SG,100,100,100,7.35,11-MAR-2022,,09-JUN-2033,,,,,IN3820210091
735RECL34,REC Limited,NS,100000,100000,1,7.35,19-JUN-2024,,31-JUL-2034,,,,,INE020B08FE4
735RJ43,Rajasthan State,SG,100,100,100,7.35,02-JUN-2023,,31-MAY-2043,,,,,IN2920230074
735RJ49,Rajasthan State,SG,100,100,100,7.35,02-AUG-2024,,31-JUL-2049,,,,,IN2920240222
735SFL27,Sundaram Finance Limited,N0,100000,100000,1,7.35,28-APR-2025,,23-APR-2027,,,,,INE660A07RW8
735SK32,Sikkim State,SG,100,100,100,7.35,01-APR-2022,,30-MAR-2032,,,,,IN3020210065
735TCHFL35,Tata Capital Housing Finance Limited,N0,100000,100000,1,7.35,29-OCT-2025,,26-OCT-2035,,,,,INE033L07IQ6
735TN33,Tamilnadu State,SG,100,100,100,7.35,16-JUN-2023,,14-JUN-2033,,,,,IN3120230070
735TN33A,Tamilnadu State,SG,100,100,100,7.35,21-JUL-2023,,19-JUL-2033,,,,,IN3120230161
735TN34,Tamilnadu State,SG,100,100,100,7.35,05-JUL-2024,,03-JUL-2034,,,,,IN3120240137
735TN43,Tamilnadu State,SG,100,100,100,7.35,16-JUN-2023,,14-JUN-2043,,,,,IN3120230088
735TS30,Telangana State,SG,100,100,100,7.35,27-JUL-2020,,31-MAR-2030,,,,,IN4520190211
735TS36,Telangana State,SG,100,100,100,7.35,21-JUN-2024,,19-JUN-2036,,,,,IN4520240115
735TS38,Telangana State,SG,100,100,100,7.35,21-JUN-2024,,19-JUN-2038,,,,,IN4520240123
735TS40,Telangana State,SG,100,100,100,7.35,26-JUL-2024,,24-JUL-2040,,,,,IN4520240198
735TS45,Telangana State,SG,100,100,100,7.35,16-JUN-2023,,14-JUN-2045,,,,,IN4520230082
735UK30,Uttarakhand State,SG,100,100,100,7.35,27-JUL-2020,,31-MAR-2030,,,,,IN3620190154
735UP34,Uttar Pradesh State,SG,100,100,100,7.35,01-APR-2022,,30-MAR-2034,,,,,IN3320210245
735UP39,Uttar Pradesh State,SG,100,100,100,7.35,31-OCT-2025,,29-OCT-2039,,,,,IN3320250076
735WB30,West Bengal State,SG,100,100,100,7.35,27-JUL-2020,,31-MAR-2030,,,,,IN3420190255
735WB40,West Bengal State,SG,100,100,100,7.35,02-AUG-2024,,31-JUL-2040,,,,,IN3420240050
735WB43,West Bengal State,SG,100,100,100,7.35,02-AUG-2024,,31-JUL-2043,,,,,IN3420240068
736AP34,Andhra Pradesh State,SG,100,100,100,7.36,26-MAY-2023,,24-MAY-2034,,,,,IN1020230141
736AP37,Andhra Pradesh State,SG,100,100,100,7.36,09-JUN-2023,,07-JUN-2037,,,,,IN1020230190
736AP38,Andhra Pradesh State,SG,100,100,100,7.36,16-JUN-2023,,14-JUN-2038,,,,,IN1020230232
736AP38A,Andhra Pradesh State,SG,100,100,100,7.36,21-JUL-2023,,19-JUL-2038,,,,,IN1020230349
736AP41,Andhra Pradesh State,SG,100,100,100,7.36,05-JUL-2024,,03-JUL-2041,,,,,IN1020240371
736AP45,Andhra Pradesh State,SG,100,100,100,7.36,05-JUL-2024,,03-JUL-2045,,,,,IN1020240389
736AP48,Andhra Pradesh State,SG,100,100,100,7.36,05-JUL-2024,,03-JUL-2048,,,,,IN1020240397
736CIFL28,Cholamandalam Investment and Finance Company Limited,N0,100000,100000,1,7.36,05-DEC-2025,,02-DEC-2028,,,,,INE121A07SP3
736GA33,Goa State,SG,100,100,100,7.36,16-JUN-2023,,14-JUN-2033,,,,,IN1420230014
736GA34,Goa State,SG,100,100,100,7.36,26-JUL-2024,,24-JUL-2034,,,,,IN1420240021
736GS2052,Government of India,GS,100,100,1,7.36,13-SEP-2022,,12-SEP-2052,,,,,IN0020220086
736HR33,Haryana State,SG,100,100,100,7.36,02-JUN-2023,,31-MAY-2033,,,,,IN1620230079
736HR33A,Haryana State,SG,100,100,100,7.36,16-JUN-2023,,14-JUN-2033,,,,,IN1620230103
736HR34,Haryana State,SG,100,100,100,7.36,21-JUN-2024,,19-JUN-2034,,,,,IN1620240060
736IOCL29,Indian Oil Corporation Limited,N0,100000,100000,1,7.36,19-JUL-2024,,16-JUL-2029,,,,,INE242A08551
736IRED39,Indian Renewable Energy Development Agency Limited,N0,100000,100000,1,7.36,12-SEP-2024,,09-SEP-2039,,,,,INE202E08235
736JK35,Jammu & Kashmir State,SG,100,100,100,7.36,23-JUN-2023,,21-JUN-2035,,,,,IN4920230039
736JK46,Jammu & Kashmir State,SG,100,100,100,7.36,05-JUL-2024,,03-JUL-2046,,,,,IN4920240087
736JK49,Jammu & Kashmir State,SG,100,100,100,7.36,15-MAR-2024,,13-MAR-2049,,,,,IN4920230260
736KA34,Karnataka State,SG,100,100,100,7.36,15-MAR-2024,,13-MAR-2034,,,,,IN1920230316
736KA39,Karnataka State,SG,100,100,100,7.36,28-JAN-2022,,25-JAN-2039,,,,,IN1920210318
736KL36,Kerala State,SG,100,100,100,7.36,31-MAY-2024,,29-MAY-2036,,,,,IN2020240031
736KL38,Kerala State,SG,100,100,100,7.36,21-JUL-2023,,19-JUL-2038,,,,,IN2020230081
736KL41,Kerala State,SG,100,100,100,7.36,28-JUL-2023,,26-JUL-2041,,,,,IN2020230099
736KL54,Kerala State,SG,100,100,100,7.36,15-MAR-2024,,13-MAR-2054,,,,,IN2020230248
736MH28,Maharashtra State,SG,100,100,100,7.36,17-APR-2023,,12-APR-2028,,,,,IN2220230014
736ML32,Meghalaya State,SG,100,100,100,7.36,02-JUN-2023,,31-MAY-2032,,,,,IN2420230012
736MP33,Madhya Pradesh State,SG,100,100,100,7.36,02-JUN-2023,,31-MAY-2033,,,,,IN2120230015
736MZ38,Mizoram State,SG,100,100,100,7.36,23-JUN-2023,,21-JUN-2038,,,,,IN2520230037
736MZ38A,Mizoram State,SG,100,100,100,7.36,21-JUL-2023,,19-JUL-2038,,,,,IN2520230045
736MZ39,Mizoram State,SG,100,100,100,7.36,28-JUN-2024,,26-JUN-2039,,,,,IN2520240028
736NBFID44,National Bank For Financing Infrastructure And Development,N0,100000,100000,1,7.36,16-AUG-2024,,12-AUG-2044,,,,,INE0KUG08043
736PFCL28,Power Finance Corporation Limited,N2,1000,1000,1,7.36,22-MAR-2017,,04-JAN-2028,,,,,INE134E07349
736RJ33,Rajasthan State,SG,100,100,100,7.36,02-JUN-2023,,31-MAY-2033,,,,,IN2920230066
736RJ34,Rajasthan State,SG,100,100,100,7.36,26-JUL-2024,,24-JUL-2034,,,,,IN2920240198
736RJ37,Rajasthan State,SG,100,100,100,7.36,31-MAY-2024,,29-MAY-2037,,,,,IN2920240081
736RJ41,Rajasthan State,SG,100,100,100,7.36,28-JUL-2023,,26-JUL-2041,,,,,IN2920230132
736RJ46,Rajasthan State,SG,100,100,100,7.36,12-JUL-2024,,10-JUL-2046,,,,,IN2920240180
736SBI39,State Bank Of India,N0,100000,100000,1,7.36,15-JUL-2024,,11-JUL-2039,,,,,INE062A08439
736SBOI39,State Bank Of India,N0,100000,100000,1,7.36,01-JUL-2024,,27-JUN-2039,,,,,INE062A08421
736TN43,Tamilnadu State,SG,100,100,100,7.36,28-JUL-2023,,26-JUL-2043,,,,,IN3120230187
736TN54,Tamilnadu State,SG,100,100,100,7.36,15-MAR-2024,,13-MAR-2054,,,,,IN3120230476
736TS36,Telangana State,SG,100,100,100,7.36,01-APR-2022,,30-MAR-2036,,,,,IN4520210290
736TS37,Telangana State,SG,100,100,100,7.36,05-JUL-2024,,03-JUL-2037,,,,,IN4520240149
736TS41,Telangana State,SG,100,100,100,7.36,16-JUN-2023,,14-JUN-2041,,,,,IN4520230074
736TS50,Telangana State,SG,100,100,100,7.36,15-MAR-2024,,13-MAR-2050,,,,,IN4520230470
736UK26,Uttarakhand State,SG,100,100,100,7.36,01-APR-2024,,27-MAR-2026,,,,,IN3620230083
736UP36,Uttar Pradesh State,SG,100,100,100,7.36,05-DEC-2025,,03-DEC-2036,,,,,IN3320250126
736WB32,West Bengal State,SG,100,100,100,7.36,01-APR-2022,,30-MAR-2032,,,,,IN3420210293
736WB40,West Bengal State,SG,100,100,100,7.36,26-JUL-2024,,24-JUL-2040,,,,,IN3420240043
736WB41,West Bengal State,SG,100,100,100,7.36,28-JUL-2023,,26-JUL-2041,,,,,IN3420230044
736WB43,West Bengal State,SG,100,100,100,7.36,02-JUN-2023,,31-MAY-2043,,,,,IN3420230036
737AP33,Andhra Pradesh State,SG,100,100,100,7.37,02-JUN-2023,,31-MAY-2033,,,,,IN1020230166
737AP33A,Andhra Pradesh State,SG,100,100,100,7.37,05-JUL-2024,,03-JUL-2033,,,,,IN1020240355
737AP34,Andhra Pradesh State,SG,100,100,100,7.37,02-JAN-2026,,31-DEC-2034,,,,,IN1020250404
737AP36,Andhra Pradesh State,SG,100,100,100,7.37,05-JUL-2024,,03-JUL-2036,,,,,IN1020240363
737AP38,Andhra Pradesh State,SG,100,100,100,7.37,11-FEB-2022,,09-FEB-2038,,,,,IN1020210481
737AP42,Andhra Pradesh State,SG,100,100,100,7.37,11-FEB-2022,,09-FEB-2042,,,,,IN1020210499
737AP43,Andhra Pradesh State,SG,100,100,100,7.37,12-MAY-2023,,10-MAY-2043,,,,,IN1020230117
737AS33,Assam State,SG,100,100,100,7.37,19-MAY-2023,,17-MAY-2033,,,,,IN1220230032
737AS34,Assam State,SG,100,100,100,7.37,31-MAY-2024,,29-MAY-2034,,,,,IN1220240031
737BR30,Bihar State,SG,100,100,100,7.37,21-JUL-2023,,19-JUL-2030,,,,,IN1320230015
737CG33,Chattisgarh State,SG,100,100,100,7.37,19-DEC-2025,,17-DEC-2033,,,,,IN3520250033
737GA36,Goa State,SG,100,100,100,7.37,06-OCT-2025,,01-OCT-2036,,,,,IN1420250103
737GR2054,Government of India,GS,100,100,1,7.37,24-JAN-2024,,23-JAN-2054,,,,,IN0020230176
737GS2028,Government of India,GS,100,100,1,7.37,25-OCT-2023,,23-OCT-2028,,,,,IN0020230101
737IREDA31,Indian Renewable Energy Development Agency Limited,N0,100000,100000,1,7.37,29-NOV-2024,,27-NOV-2031,,,,,INE202E08250
737IRFC29,Indian Railway Finance Corporation Limited,N0,100000,100000,1,7.37,02-AUG-2024,,31-JUL-2029,,,,,INE053F08411
737JH31,Jharkhand State,SG,100,100,100,7.37,27-JUL-2020,,18-MAR-2031,,,,,IN3720190054
737JK35,Jammu & Kashmir State,SG,100,100,100,7.37,26-MAY-2023,,24-MAY-2035,,,,,IN4920230013
737JK38,Jammu & Kashmir State,SG,100,100,100,7.37,09-JUN-2023,,07-JUN-2038,,,,,IN4920230021
737KA37,Karnataka State,SG,100,100,100,7.37,15-MAR-2024,,13-MAR-2037,,,,,IN1920230324
737KA38,Karnataka State,SG,100,100,100,7.37,28-JAN-2022,,25-JAN-2038,,,,,IN1920210300
737KA38A,Karnataka State,SG,100,100,100,7.37,15-MAR-2024,,13-MAR-2038,,,,,IN1920230332
737MZ39,Mizoram State,SG,100,100,100,7.37,31-MAY-2024,,29-MAY-2039,,,,,IN2520240010
737NBRD35,National Bank for Agriculture and Rural Development,N0,100000,100000,1,7.37,04-MAR-2025,,28-MAY-2035,,,,,INE261F08EN9
737NL33,Nagaland State,SG,100,100,100,7.37,02-JUN-2023,,31-MAY-2033,,,,,IN2620230036
737NL33A,Nagaland State,SG,100,100,100,7.37,16-JUN-2023,,14-JUN-2033,,,,,IN2620230044
737NTPC35C,NTPC Limited,NA,1000,1000,1,7.37,08-OCT-2015,,05-OCT-2035,,,,,INE733E07JT8
737PN36,Punjab State,SG,100,100,100,7.37,31-MAY-2024,,29-MAY-2036,,,,,IN2820240090
737PN38,Punjab State,SG,100,100,100,7.37,02-JUN-2023,,31-MAY-2038,,,,,IN2820230042
737PN42,Punjab State,SG,100,100,100,7.37,01-APR-2022,,30-MAR-2042,,,,,IN2820210176
737RJ34,Rajasthan State,SG,100,100,100,7.37,25-MAR-2022,,23-MAR-2034,,,,,IN2920210548
737RJ34A,Rajasthan State,SG,100,100,100,7.37,15-MAR-2024,,13-MAR-2034,,,,,IN2920230496
737RJ34B,Rajasthan State,SG,100,100,100,7.37,31-MAY-2024,,29-MAY-2034,,,,,IN2920240073
737RJ39,Rajasthan State,SG,100,100,100,7.37,31-MAY-2024,,29-MAY-2039,,,,,IN2920240099
737RJ45,Rajasthan State,SG,100,100,100,7.37,15-MAR-2024,,13-MAR-2045,,,,,IN2920230504
737SK33,Sikkim State,SG,100,100,100,7.37,02-JUN-2023,,31-MAY-2033,,,,,IN3020230014
737TS36,Telangana State,SG,100,100,100,7.37,11-FEB-2022,,09-FEB-2036,,,,,IN4520210258
737TS41,Telangana State,SG,100,100,100,7.37,15-MAR-2024,,13-MAR-2041,,,,,IN4520230462
737TS42,Telangana State,SG,100,100,100,7.37,05-JUL-2024,,03-JUL-2042,,,,,IN4520240156
737WB40,West Bengal State,SG,100,100,100,7.37,31-MAY-2024,,29-MAY-2040,,,,,IN3420240019
738ABCL28,Aditya Birla Capital Limited,N0,100000,100000,1,7.38,28-MAY-2025,,14-FEB-2028,,,,,INE674K07036
738AP35,Andhra Pradesh State,SG,100,100,100,7.38,02-JUN-2023,,31-MAY-2035,,,,,IN1020230174
738AP40,Andhra Pradesh State,SG,100,100,100,7.38,12-MAY-2023,,10-MAY-2040,,,,,IN1020230109
738AP44,Andhra Pradesh State,SG,100,100,100,7.38,24-MAY-2024,,22-MAY-2044,,,,,IN1020240231
738AP49,Andhra Pradesh State,SG,100,100,100,7.38,07-JUN-2024,,05-JUN-2049,,,,,IN1020240298
738CG32,Chattisgarh State,SG,100,100,100,7.38,15-MAR-2024,,13-MAR-2032,,,,,IN3520230233
738CG34,Chattisgarh State,SG,100,100,100,7.38,15-MAR-2024,,13-MAR-2034,,,,,IN3520230258
738CIFL27,Cholamandalam Investment and Finance Company Limited,N0,100000,100000,1,7.38,02-JUN-2025,,28-MAY-2027,,,,,INE121A07SN8
738GA33,Goa State,SG,100,100,100,7.38,21-JUL-2023,,19-JUL-2033,,,,,IN1420230030
738GJ30,Gujarat State,SG,100,100,100,7.38,28-APR-2023,,26-APR-2030,,,,,IN1520230013
738GJ30A,Gujarat State,SG,100,100,100,7.38,03-JUL-2023,,28-JUN-2030,,,,,IN1520230054
738GS2027,Government of India,GS,100,100,1,7.38,21-JUN-2022,,20-JUN-2027,,,,,IN0020220037
738HR34,Haryana State,SG,100,100,100,7.38,14-JUN-2024,,12-JUN-2034,,,,,IN1620240052
738HR35,Haryana State,SG,100,100,100,7.38,15-MAR-2024,,13-MAR-2035,,,,,IN1620230400
738HR41,Haryana State,SG,100,100,100,7.38,31-OCT-2025,,29-OCT-2041,,,,,IN1620250234
738JK49,Jammu & Kashmir State,SG,100,100,100,7.38,12-JUL-2024,,10-JUL-2049,,,,,IN4920240095
738JK51,Jammu & Kashmir State,SG,100,100,100,7.38,24-MAY-2024,,22-MAY-2051,,,,,IN4920240020
738KL44,Kerala State,SG,100,100,100,7.38,15-MAR-2024,,13-MAR-2044,,,,,IN2020230230
738KL55,Kerala State,SG,100,100,100,7.38,07-JUN-2024,,05-JUN-2055,,,,,IN2020240056
738PFC32,Power Finance Corporation Limited,N0,100000,100000,1,7.38,24-FEB-2025,,15-JAN-2032,,,,,INE134E08NM4
738PGCIL34,Power Grid Corporation of India Limited,N0,90000,90000,1,7.38,25-JUL-2024,,23-JUL-2034,,,,,INE752E08759
738PN33,Punjab State,SG,100,100,100,7.38,05-JUL-2024,,03-JUL-2033,,,,,IN2820240140
738PN34,Punjab State,SG,100,100,100,7.38,05-JUL-2024,,03-JUL-2034,,,,,IN2820240157
738PY38,Puducherry - Union Territory,SG,100,100,100,7.38,15-MAR-2024,,13-MAR-2038,,,,,IN3820230057
738PY38A,Puducherry - Union Territory,SG,100,100,100,7.38,14-JUN-2024,,12-JUN-2038,,,,,IN3820240023
738REC27TF,REC Limited,N2,1000,1000,1,7.38,24-DEC-2012,,19-DEC-2027,,,,,INE020B07GX4
738RJ33,Rajasthan State,SG,100,100,100,7.38,21-JUN-2024,,19-JUN-2033,,,,,IN2920240131
738TFSIL28,Toyota Financial Services India Limited,N0,100000,100000,1,7.38,01-SEP-2025,,28-AUG-2028,,,,,INE692Q07571
738TN33,Tamilnadu State,SG,100,100,100,7.38,31-MAY-2024,,29-MAY-2033,,,,,IN3120240079
738TN34,Tamilnadu State,SG,100,100,100,7.38,31-MAY-2024,,29-MAY-2034,,,,,IN3120240087
738TN54,Tamilnadu State,SG,100,100,100,7.38,11-MAR-2024,,06-MAR-2054,,,,,IN3120230468
738TS43,Telangana State,SG,100,100,100,7.38,11-MAR-2024,,06-MAR-2043,,,,,IN4520230447
738TS49,Telangana State,SG,100,100,100,7.38,11-MAR-2024,,06-MAR-2049,,,,,IN4520230454
738UP34,Uttar Pradesh State,SG,100,100,100,7.38,15-MAR-2024,,13-MAR-2034,,,,,IN3320230284
738UP36,Uttar Pradesh State,SG,100,100,100,7.38,15-MAR-2024,,13-MAR-2036,,,,,IN3320230292
739AP29,Andhra Pradesh State,SG,100,100,100,7.39,09-FEB-2024,,07-FEB-2029,,,,,IN1020230752
739AP30,Andhra Pradesh State,SG,100,100,100,7.39,05-APR-2024,,03-APR-2030,,,,,IN1020240017
739AP33,Andhra Pradesh State,SG,100,100,100,7.39,12-MAY-2023,,10-MAY-2033,,,,,IN1020230091
739AP35,Andhra Pradesh State,SG,100,100,100,7.39,16-JUN-2023,,14-JUN-2035,,,,,IN1020230224
739BR39,Bihar State,SG,100,100,100,7.39,15-MAR-2024,,13-MAR-2039,,,,,IN1320230247
739CG33,Chattisgarh State,SG,100,100,100,7.39,15-MAR-2024,,13-MAR-2033,,,,,IN3520230241
739GA35,Goa State,SG,100,100,100,7.39,19-SEP-2025,,17-SEP-2035,,,,,IN1420250095
739HP34,Himachal Pradesh State,SG,100,100,100,7.39,15-MAR-2024,,13-MAR-2034,,,,,IN1720230128
739HR29,Haryana State,SG,100,100,100,7.39,28-APR-2023,,26-APR-2029,,,,,IN1620230020
739HR31,Haryana State,SG,100,100,100,7.39,12-MAY-2023,,10-MAY-2031,,,,,IN1620230038
739IREDA39,Indian Renewable Energy Development Agency Limited,N0,100000,100000,1,7.39,26-JUL-2024,,22-JUL-2039,,,,,INE202E08227
739IRFC34,Indian Railway Finance Corporation Limited,N0,100000,100000,1,7.39,18-JUL-2024,,15-JUL-2034,,,,,INE053F08403
739JK37,Jammu & Kashmir State,SG,100,100,100,7.39,21-MAR-2022,,16-MAR-2037,,,,,IN4920210148
739JK37A,Jammu & Kashmir State,SG,100,100,100,7.39,10-OCT-2025,,08-OCT-2037,,,,,IN4920250144
739KL34,Kerala State,SG,100,100,100,7.39,15-MAR-2024,,13-MAR-2034,,,,,IN2020230222
739KL52,Kerala State,SG,100,100,100,7.39,03-JUL-2023,,28-JUN-2052,,,,,IN2020230057
739ML26,Meghalaya State,SG,100,100,100,7.39,25-NOV-2022,,23-NOV-2026,,,,,IN2420220054
739ML34,Meghalaya State,SG,100,100,100,7.39,05-JUL-2024,,03-JUL-2034,,,,,IN2420240045
739MN35,Manipur State,SG,100,100,100,7.39,02-JUN-2023,,31-MAY-2035,,,,,IN2320230021
739MN36,Manipur State,SG,100,100,100,7.39,05-JUL-2024,,03-JUL-2036,,,,,IN2320240020
739NHAI31A,National Highways Authority of India,ND,1000,1000,1,7.39,11-MAR-2016,,09-MAR-2031,,,,,INE906B07EO8
739PN33,Punjab State,SG,100,100,100,7.39,21-JUN-2024,,19-JUN-2033,,,,,IN2820240132
739RJ48,Rajasthan State,SG,100,100,100,7.39,03-JUL-2023,,28-JUN-2048,,,,,IN2920230090
739SIDBI30,Small Industries Development Bank of India,N0,100000,100000,1,7.39,25-MAR-2025,,21-MAR-2030,,,,,INE556F08KY6
739TN32,Tamilnadu State,SG,100,100,100,7.39,14-JUN-2024,,12-JUN-2032,,,,,IN3120240111
739TN33,Tamilnadu State,SG,100,100,100,7.39,12-MAY-2023,,10-MAY-2033,,,,,IN3120230021
739TN33A,Tamilnadu State,SG,100,100,100,7.39,23-JUN-2023,,21-JUN-2033,,,,,IN3120230096
739TN33B,Tamilnadu State,SG,100,100,100,7.39,28-JUL-2023,,26-JUL-2033,,,,,IN3120230179
739TN34,Tamilnadu State,SG,100,100,100,7.39,30-JAN-2026,,28-JAN-2034,,,,,IN3120250656
739TN42,Tamilnadu State,SG,100,100,100,7.39,01-APR-2022,,30-MAR-2042,,,,,IN3120210528
739TN52,Tamilnadu State,SG,100,100,100,7.39,21-MAR-2022,,16-MAR-2052,,,,,IN3120210452
739TN53,Tamilnadu State,SG,100,100,100,7.39,03-JUL-2023,,28-JUN-2053,,,,,IN3120230120
739TPL28,TATA PROJECTS LIMITED,N0,100000,100000,1,7.39,05-DEC-2025,,01-DEC-2028,,,,,INE725H08253
739TS39,Telangana State,SG,100,100,100,7.39,09-JUN-2023,,07-JUN-2039,,,,,IN4520230066
739TS51,Telangana State,SG,100,100,100,7.39,03-JUL-2023,,28-JUN-2051,,,,,IN4520230108
739TS59,Telangana State,SG,100,100,100,7.39,27-JUL-2020,,11-DEC-2059,,,,,IN4520190146
739UK30,Uttarakhand State,SG,100,100,100,7.39,14-JUN-2024,,12-JUN-2030,,,,,IN3620240025
739UP37,Uttar Pradesh State,SG,100,100,100,7.39,01-APR-2022,,30-MAR-2037,,,,,IN3320210252
739WB42,West Bengal State,SG,100,100,100,7.39,15-MAR-2024,,13-MAR-2042,,,,,IN3420230267
739WB44,West Bengal State,SG,100,100,100,7.39,15-MAR-2024,,13-MAR-2044,,,,,IN3420230275
73AP37,Andhra Pradesh State,SG,100,100,100,7.3,10-NOV-2025,,06-NOV-2037,,,,,IN1020250362
73AP38,Andhra Pradesh State,SG,100,100,100,7.3,26-MAY-2023,,24-MAY-2038,,,,,IN1020230158
73AS39,Assam State,SG,100,100,100,7.3,09-AUG-2024,,07-AUG-2039,,,,,IN1220240056
73BOB34,Bank Of Baroda,N0,100000,100000,1,7.3,29-AUG-2024,,27-AUG-2034,,,,,INE028A08349
73GS2053,Government of India,GS,100,100,1,7.3,20-JUN-2023,,19-JUN-2053,,,,,IN0020230051
73HP30,Himachal Pradesh State,SG,100,100,100,7.3,27-JUL-2020,,31-MAR-2030,,,,,IN1720190181
73OR39,Orissa State,SG,100,100,100,7.3,07-MAR-2025,,05-MAR-2039,,,,,IN2720240125
73PN34,Punjab State,SG,100,100,100,7.3,27-JUL-2020,,11-DEC-2034,,,,,IN2820190097
73RJ30,Rajasthan State,SG,100,100,100,7.3,27-JUL-2020,,31-MAR-2030,,,,,IN2920190476
73RJ51,Rajasthan State,SG,100,100,100,7.3,27-OCT-2025,,23-OCT-2051,,,,,IN2920250254
73TACA30,Tata Capital Limited,N0,100000,100016.67,1,7.3,18-NOV-2025,,14-NOV-2030,,,,,INE976I07DA7
73TFSIL29,Toyota Financial Services India Limited,N0,100000,100000,1,7.3,04-NOV-2025,,15-JAN-2029,,,,,INE692Q07597
73TN32,Tamilnadu State,SG,100,100,100,7.3,01-APR-2022,,30-MAR-2032,,,,,IN3120210510
73TS51,Telangana State,SG,100,100,100,7.3,17-OCT-2025,,15-OCT-2051,,,,,IN4520250478
73UK32,Uttarakhand State,SG,100,100,100,7.3,06-OCT-2025,,01-OCT-2032,,,,,IN3620250040
73UP30,Uttar Pradesh State,SG,100,100,100,7.3,27-JUL-2020,,31-MAR-2030,,,,,IN3320190280
73WB39,West Bengal State,SG,100,100,100,7.3,07-MAR-2025,,05-MAR-2039,,,,,IN3420240233
740BTL29,Bharti Telecom Limited,N0,100000,100000,1,7.4,04-DEC-2025,,01-FEB-2029,,,,,INE403D08298
740EXIM29,Export Import Bank of India,N1,100000,100000,1,7.4,13-MAR-2024,,14-MAR-2029,,,,,INE514E08GC2
740IIFCL33,India Infrastructure Finance Company Limited,N1,1000,1000,1,7.4,22-MAR-2017,,22-JAN-2033,,,,,INE787H07156
740IREDA36,Indian Renewable Energy Development Agency Limited,N0,100000,100000,1,7.4,03-MAR-2025,,27-FEB-2036,,,,,INE202E08276
740SIHF28,SMFG India Home Finance Company Limited,N0,100000,100000,1,7.4,21-MAY-2025,,19-MAY-2028,,,,,INE213W07319
741AP30,Andhra Pradesh State,SG,100,100,100,7.41,28-APR-2023,,26-APR-2030,,,,,IN1020230042
741AP47,Andhra Pradesh State,SG,100,100,100,7.41,17-MAY-2024,,15-MAY-2047,,,,,IN1020240215
741AR34,Arunachal Pradesh State,SG,100,100,100,7.41,15-MAR-2024,,13-MAR-2034,,,,,IN1120230033
741BOI34,Bank Of India,N0,100000,100000,1,7.41,03-DEC-2024,,29-NOV-2034,,,,,INE084A08201
741GA33,Goa State,SG,100,100,100,7.41,28-JUL-2023,,26-JUL-2033,,,,,IN1420230048
741GJ26,Gujarat State,SG,100,100,100,7.41,21-OCT-2022,,19-OCT-2026,,,,,IN1520220121
741GS2036,Government of India,GS,100,100,1,7.41,20-DEC-2022,,19-DEC-2036,,,,,IN0020220102
741HP36,Himachal Pradesh State,SG,100,100,100,7.41,15-MAR-2024,,13-MAR-2036,,,,,IN1720230136
741HR40,Haryana State,SG,100,100,100,7.41,28-NOV-2025,,26-NOV-2040,,,,,IN1620250242
741JK42,Jammu & Kashmir State,SG,100,100,100,7.41,31-OCT-2025,,29-OCT-2042,,,,,IN4920250169
741JK49,Jammu & Kashmir State,SG,100,100,100,7.41,17-MAY-2024,,15-MAY-2049,,,,,IN4920240012
